,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review
35695,28336933,West Village 5 BR Townhouse & Private Yard,126830432,Andrea,Manhattan,West Village,40.73151,-74.00528,Entire home/apt,1500,4,17,2019-06-27,1.86,1,32,11
22691,18361390,Huge 1-bedroom with lofts near Central Park,127113351,Maria,Manhattan,Upper West Side,40.77827,-73.97673,Entire home/apt,149,7,5,2018-09-01,0.21,1,10,310
2721,1467392,"VERY BIG, BEDROOM/ PRIVATE BATHROOM.",7858210,Maxime,Manhattan,Harlem,40.81384,-73.93973,Private room,60,2,125,2019-06-28,1.77,4,167,10
4497,3098703,At home in Historic Harlem,9716281,Sarah,Manhattan,Harlem,40.80399,-73.94665,Private room,100,250,91,2018-08-10,1.47,1,138,332
25096,20092821,Dream bedroom in the heart of downtown Manhattan,23610188,Bess,Manhattan,Chinatown,40.71479,-73.99971,Private room,88,1,1,2017-08-14,0.04,1,0,693
30762,23808650,Chic 2 Bedroom in East Harlem,178675800,Michael,Manhattan,East Harlem,40.79504,-73.93495,Private room,85,6,2,2018-05-11,0.14,1,0,423
36543,29057244,"Bright & Cozy Private Room—Williamsburg, Brooklyn",8185593,Diana,Brooklyn,Williamsburg,40.70951,-73.95443,Private room,80,3,1,2018-10-28,0.12,1,8,253
5857,4274462,Spacious and cosy private room.,22189723,Diego,Queens,Ridgewood,40.70439,-73.91111,Private room,49,2,37,2019-05-28,0.73,2,298,41
46085,35065348,MASTER  ROOM # 2 Near from JFK  & LGA Airport.,214738765,Lucio,Queens,Richmond Hill,40.6944,-73.83192,Private room,75,1,5,2019-07-05,4.05,3,365,3
30980,24017674,Private room in cozy prime Bushwick apartment,14856361,Elena,Brooklyn,Bushwick,40.70063,-73.92981,Private room,65,1,59,2019-06-30,4.13,1,43,8
2306,1114409,2BR spacious luminous brownstone,265152,Marta,Brooklyn,Fort Greene,40.68545,-73.97572,Entire home/apt,150,2,21,2019-06-02,0.29,3,3,36
35065,27803732,"Large 1 bed, 1.5 bath on the Upper East Side",7169451,Danielle,Manhattan,Upper East Side,40.76537,-73.9638,Entire home/apt,300,3,2,2019-06-16,0.21,1,343,22
7266,5334478,One Bedroom Apartment in Chelsea,5074654,Seth,Manhattan,Chelsea,40.74326,-74.00004,Entire home/apt,199,2,98,2019-06-26,1.88,2,33,12
5168,3728837,Factory Converted Studio Loft in GP,7503643,Vida,Brooklyn,Greenpoint,40.72533,-73.94204,Entire home/apt,129,30,6,2019-04-01,0.12,52,188,98
43568,33719823,"Large, Bright, Luxury Chelsea Studio/ Best Area!!!",254189342,Kimberley,Manhattan,Chelsea,40.75104,-73.99544,Entire home/apt,200,4,1,2019-07-07,1.0,1,228,1
25021,20034180,AG's palace 2,121612198,Maura,Brooklyn,Canarsie,40.64351,-73.91406,Private room,89,1,9,2019-05-19,0.38,4,334,50
21169,16804336,"Michael's Cozy Studio Central Park, Subway 1,A B C",47062032,Michael,Manhattan,Morningside Heights,40.80432,-73.96694,Entire home/apt,130,2,56,2018-01-15,1.9,1,0,539
16579,13276525,EXECUTIVE MANHATTAN GREEN ROOM WITH ALL AMENITIES,71176668,David,Manhattan,Harlem,40.81604,-73.94017,Private room,110,2,20,2019-06-03,0.58,4,5,35
25715,20584605,Super suite to stay in New York,45623372,Maria Ines,Brooklyn,Williamsburg,40.71358,-73.96421,Entire home/apt,160,7,4,2018-09-28,0.18,1,0,283
12095,9396442,Upper west Apt close to Central Pk,26347594,Mahesh,Manhattan,Upper West Side,40.77772,-73.98514,Private room,108,1,11,2017-12-08,0.25,1,0,577
4413,2998174,Sanctuary Bedroom in Huge Duplex,5684941,Jade,Brooklyn,Bushwick,40.69666,-73.93248,Private room,59,20,16,2018-10-11,0.28,1,54,270
15779,12761910,3BR Queens (3rd fl)- 20 min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,40.73854,-73.87407,Private room,289,2,115,2019-06-27,2.99,6,280,11
9186,7032396,Large 1Br Apt + Balcony in LES!,3716646,Elena,Manhattan,Lower East Side,40.72115,-73.98308,Entire home/apt,240,5,1,2015-09-16,0.02,1,0,1391
33999,26934498,Charming room in Chelsea,12750945,Luis,Manhattan,Chelsea,40.73968,-73.99746,Private room,150,2,41,2019-06-19,3.54,4,316,19
42774,33214322,large & spacious bedroom-Williamsburg,249588074,Lily,Brooklyn,Williamsburg,40.71389,-73.93859,Private room,69,2,1,2019-03-22,0.28,2,345,108
13975,10612199,Serene luxury in Harlem,54761069,Erika,Manhattan,Harlem,40.80708,-73.95211,Private room,80,3,10,2019-01-05,0.28,1,332,184
12047,9369514,STARTUP CHEAP PLACE BROOKLYN,27974952,Alex,Brooklyn,East Flatbush,40.64603,-73.94869,Shared room,25,30,5,2018-05-08,0.12,7,365,426
28587,22150523,"Entire Modern Home, Amazing Location",148237535,Jermaine,Brooklyn,Canarsie,40.64017,-73.9105,Entire home/apt,290,3,4,2019-05-27,0.39,4,364,42
22303,17997486,Charming Clinton Hill One-Bedroom Apartment,123690850,Ani,Brooklyn,Clinton Hill,40.6873,-73.966,Entire home/apt,92,10,4,2019-06-13,0.17,1,0,25
2813,1570204,SPECIAL OFFER* 1BDR IN EAST VILLAGE,377151,Shervin,Manhattan,East Village,40.72915,-73.98565,Entire home/apt,199,2,29,2019-06-30,0.47,1,361,8
42765,33199798,Garden Apartment in Bushwick,19729266,Sam,Brooklyn,Bushwick,40.69328,-73.9225,Entire home/apt,150,7,1,2019-04-24,0.39,1,88,75
7839,5993541,Chic Loft Like 2 bed-2bath,4562182,Florence,Manhattan,Harlem,40.81506,-73.94851,Entire home/apt,285,30,74,2019-05-23,1.47,4,284,46
48028,36040477,"The clean, cozy room next to a beautiful park.",215128544,Sherry,Queens,Flushing,40.76986,-73.80515,Private room,49,1,2,2019-07-07,2.0,2,168,1
4427,3013158,Alcove Studio in Downtown Manhattan,15355526,Nattie,Manhattan,Chelsea,40.73893,-73.99464,Entire home/apt,350,2,12,2015-11-02,0.19,1,0,1344
32982,26011175,Cozy bedroom in LES apartment,8473523,Alexandra,Manhattan,Lower East Side,40.71857,-73.98867,Private room,75,1,7,2019-06-19,0.55,1,0,19
40272,31226826,Cozy Bedroom 6 mins from JFK. 35mins frm the city,137017288,Khan,Queens,Jamaica,40.68574,-73.79008,Private room,50,1,1,2019-02-07,0.2,2,36,151
17828,13978084,Massive Beautiful Room!,116382,Anthony,Brooklyn,Crown Heights,40.67023,-73.94078,Private room,57,1,82,2019-07-05,2.28,5,356,3
5717,4163781,Sun Soaked & Cozy PR Williamsburg,1401835,Danielle,Brooklyn,Williamsburg,40.71007,-73.95653,Private room,99,3,19,2019-07-06,0.33,3,354,2
20035,16039453,The Blue Floaty Studio,86887132,Nepreil,Queens,Jamaica,40.69469,-73.78196,Entire home/apt,99,2,13,2019-06-30,1.71,2,365,8
17641,13868137,FEMALE ONLY,65846751,Luqian,Brooklyn,Sunset Park,40.64025,-74.01735,Private room,25,4,2,2016-08-10,0.06,1,0,1062
40782,31670590,East Village/Union Square Flat,237464350,Jake,Manhattan,East Village,40.73315,-73.98688,Entire home/apt,167,5,13,2019-06-20,2.75,1,91,18
24399,19643201,Time Square - Hell’s Kitchen,12244687,Cesare Friend,Manhattan,Hell's Kitchen,40.76223,-73.99458,Entire home/apt,163,6,25,2019-06-08,1.16,1,266,30
34415,27290648,Room in Upper East Side,180212824,Samet,Manhattan,Upper East Side,40.76618,-73.9562,Private room,99,1,18,2019-01-09,1.66,5,0,180
10488,8043824,Spacious Williamsburg apartment,183594,Hannah,Brooklyn,Williamsburg,40.71693,-73.94477,Entire home/apt,149,1,7,2016-08-15,0.15,1,0,1057
18898,15008979,Cozy Room near Casino and Metro,94707512,Elvin,Queens,Ozone Park,40.67238,-73.83909,Private room,75,1,212,2019-06-30,6.19,1,164,8
34422,27295492,HARLEM REBIRTH OF COOL,203982404,Maxime C/Armande C,Manhattan,East Harlem,40.8087,-73.93897,Private room,90,2,38,2019-06-27,3.36,6,0,11
46437,35251947,Light-Filled Apartment with Beach Views,248880851,Sam,Queens,Rockaway Beach,40.58485,-73.81482,Entire home/apt,200,2,2,2019-07-06,2.0,1,152,2
43728,33831116,Sonder | Stock Exchange | Collected 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70621,-74.01199,Entire home/apt,229,2,5,2019-06-15,1.92,327,350,23
7732,5850978,"Huge, central & artsy Park Ave apt!",2843970,M&J,Manhattan,Flatiron District,40.74121,-73.98648,Entire home/apt,220,1,1,2015-06-17,0.02,1,0,1482
39370,30708308,Garden Apartment /Mingle and Jingle Fun Host,2838058,Annette,Manhattan,Harlem,40.81234,-73.94512,Private room,65,3,3,2019-05-28,0.48,2,363,41
30487,23596665,Beautiful 420-Friendly Private Bedroom & Bath,148564534,Matt,Brooklyn,Prospect-Lefferts Gardens,40.66094,-73.94535,Private room,65,1,69,2019-06-03,4.4,1,0,35
29331,22496369,Pleasant & Low-priced place  in Manhattan,23719409,Carlina,Manhattan,Harlem,40.82645,-73.94984,Private room,60,1,41,2019-06-22,2.24,4,132,16
27682,21741118,"Nice View room Close to NYU Lutheran H/Subway N,R",105640471,Jason,Brooklyn,Sunset Park,40.64136,-74.01709,Private room,55,1,7,2019-05-12,0.4,8,140,57
46189,35145200,Dope Bushwick Bedroom,210191736,Lue,Brooklyn,Bushwick,40.69521,-73.92011,Private room,40,1,3,2019-06-09,2.31,1,0,29
5428,3924820,Manhattan - Next to Subway!,1632428,Matias & Marlana,Manhattan,Harlem,40.82035,-73.95529,Private room,99,1,75,2018-06-27,1.31,2,361,376
42094,32683422,Up to 4 people-Only steps away from Times Square!!,244370442,Paramount Hotel,Manhattan,Theater District,40.75861,-73.98683,Private room,379,1,10,2019-06-12,4.55,7,353,26
24837,19922819,great area in East Williamsburg,10642725,Nate,Brooklyn,Bedford-Stuyvesant,40.69425,-73.93325,Private room,35,2,1,2017-09-28,0.05,1,0,648
40057,31101826,Easy commute apartment next to subway,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40.67877,-73.91227,Shared room,35,1,9,2019-06-09,1.97,17,88,29
14569,11491051,NYC Studio Apartment,60500336,Adam,Manhattan,Murray Hill,40.74573,-73.97802,Entire home/apt,100,1,1,2016-04-01,0.03,1,0,1193
11749,9136581,East Village,47584049,Jonathan,Manhattan,East Village,40.72524,-73.9882,Entire home/apt,180,4,5,2016-11-27,0.11,1,0,953
34068,26993585,2 BEDS +ROOF DECK+  LAUNDRY-  CLOSE TO METRO!,184090548,Emanuel & Orion,Brooklyn,Williamsburg,40.71269,-73.95815,Private room,95,2,15,2019-02-10,1.28,3,335,148
23422,18958724,GIANT BUSHWICK ROOM - PRIVATE ACCESS - SHARED APT,40510005,Hugo,Brooklyn,Bushwick,40.68923,-73.9154,Private room,50,1,11,2017-07-28,0.44,1,0,710
25592,20486011,"Queen w/Private Bath, steps from Central Park !",76729714,Maddy,Manhattan,Harlem,40.79971,-73.95175,Private room,70,4,3,2017-11-05,0.13,1,0,610
9692,7454585,Private Room in Shared Apartment,8670155,Jason,Manhattan,Kips Bay,40.74085,-73.98153,Private room,69,1,1,2015-09-02,0.02,1,0,1405
1166,498052,Modern private room in condominium,2426779,Regina,Brooklyn,Williamsburg,40.71483,-73.96216,Private room,120,1,124,2019-06-10,1.46,1,292,28
15760,12740226,Cozy room in heart of Williamsburg,3038856,Samir,Brooklyn,Williamsburg,40.71403,-73.96171,Private room,70,1,9,2018-05-28,0.24,3,0,406
31715,24732229,"HUGE 1,000 Sq Foot Apt in MANHATTAN by 1 train!!",18418581,Pooja,Manhattan,Washington Heights,40.85522,-73.93271,Entire home/apt,235,1,24,2019-07-04,1.68,3,352,4
30741,23788708,"Location! Location! Location! Quiet and Cozy, 3 bd",154965091,Joe,Manhattan,Hell's Kitchen,40.76934,-73.98782,Entire home/apt,375,2,22,2019-06-19,1.65,4,77,19
41986,32634514,Sonder | Stock Exchange | Pristine 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70575,-74.01231,Entire home/apt,407,2,9,2019-06-23,2.18,327,294,15
15194,12135851,Cozy 1 bd apt In the heart of Crown Heights,2613671,Lonnie,Brooklyn,Crown Heights,40.67593,-73.94291,Entire home/apt,135,1,38,2019-07-01,2.49,1,359,7
8150,6285844,2BR. Brooklyn Loft,8726203,Mario,Brooklyn,Bushwick,40.70451,-73.92685,Entire home/apt,145,3,99,2019-07-05,1.97,1,327,3
41416,32237692,Sonder | Stock Exchange | Tranquil 2BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70767,-74.01061,Entire home/apt,403,2,8,2019-06-16,1.9,327,273,22
29378,22533436,Best Value in Manhattan - Steps from 6 Train,155810605,Danielle,Manhattan,East Harlem,40.79005,-73.94929,Entire home/apt,110,4,4,2018-11-08,0.22,2,0,242
24135,19441240,Clean Cozy Close Comfortable,16566001,Ebin,Manhattan,Harlem,40.81611,-73.94419,Private room,36,2,11,2017-10-22,0.45,1,0,624
12967,9846616,"Spacious Private Room, East Village",21269488,Shirley,Manhattan,East Village,40.73145,-73.98384,Private room,100,3,1,2016-01-01,0.02,1,0,1284
4019,2524228,Nice room Convenient to Manhattan B,8288419,Jason,Brooklyn,Borough Park,40.64447,-73.99574,Private room,49,1,96,2019-06-12,1.51,4,120,26
45851,34976973,JFK park view,245457246,Nurul,Queens,South Ozone Park,40.67101,-73.78943,Entire home/apt,248,2,2,2019-06-23,1.3,1,354,15
36377,28934396,One Bedroom Apt with a pool & a gym in the bldg,6531164,Steven,Brooklyn,Downtown Brooklyn,40.69712,-73.98401,Entire home/apt,285,1,1,2019-01-02,0.16,1,6,187
6289,4594389,Furnished 2BR in UES (30 DAYS MIN),23772724,Elem,Manhattan,Upper East Side,40.78302,-73.94647,Entire home/apt,110,30,12,2019-02-18,0.27,15,332,140
45532,34813479,"Cozy apartment ,Shared Room Heart of Manhattan 5",262360035,Kuzey,Manhattan,Hell's Kitchen,40.76612,-73.98749,Shared room,75,1,4,2019-06-23,2.35,6,365,15
6554,4751686,Beautiful  Bedroom in Williamsburg,21247073,Bowie,Brooklyn,Williamsburg,40.71573,-73.96172,Private room,50,12,4,2018-01-13,0.1,1,0,541
35036,27782948,Private room in trendy Williamsburg,20448671,Kandi,Brooklyn,Williamsburg,40.7098,-73.9418,Private room,66,2,6,2019-01-02,0.66,3,173,187
44557,34301415,Elegant Top Floor 3BD/2 Bath in Chelsea,257897148,Avery,Manhattan,Chelsea,40.74287,-73.99785,Entire home/apt,499,5,6,2019-06-19,3.46,1,132,19
17061,13536155,"1 bedroom w/ Queen bed, 5 minutes from Manhattan.",36815239,Henry,Queens,Long Island City,40.75293,-73.93757,Private room,74,1,210,2019-06-27,5.66,1,33,11
4614,3225975,Spacious Townhouse Great for Families & Friends,16329859,Caroline,Brooklyn,Gowanus,40.68338,-73.98927,Entire home/apt,400,6,34,2018-12-30,0.56,1,1,190
39551,30795672,Private Room  non smoking female only near JFK,230396622,Darlena,Brooklyn,Brownsville,40.65872,-73.90951,Private room,29,4,6,2019-06-21,0.94,1,66,17
26066,20799032,Luxury 2 Bedroom Empire Loft,149112195,Patricia,Manhattan,Midtown,40.75341,-73.98504,Entire home/apt,422,5,58,2019-06-16,2.6,1,339,22
21581,17294950,A Room with a View at The Funky Loft,1432946,Marcella & Saidat,Brooklyn,Bushwick,40.69554,-73.92458,Private room,80,3,179,2019-07-03,6.17,3,191,5
1705,772679,"Very large, clean 1 BR apartment",4076876,Tauheed,Manhattan,East Harlem,40.80343,-73.93514,Entire home/apt,120,3,22,2019-07-02,0.31,1,365,6
19656,15739930,Cozy Room Amazingly Located in Williamsburg !,44706272,Sophia And Shannon,Brooklyn,Williamsburg,40.70835,-73.955,Private room,45,3,4,2017-07-30,0.13,1,0,708
33833,26805201,Sunny Room 1 in Cool New Bushwick Building,6726656,Yelle,Brooklyn,Bushwick,40.70136,-73.9269,Private room,70,6,6,2018-11-12,0.5,3,11,238
5214,3767267,Lovely private room in Manhattan,3231109,Trish,Manhattan,Morningside Heights,40.81065,-73.96312,Private room,85,2,52,2019-06-05,0.91,2,329,33
37001,29416543,Asshur’s Room,49664763,Asshur,Brooklyn,East Flatbush,40.66098,-73.92382,Private room,77,1,1,2018-11-08,0.12,1,0,242
11343,8813306,Cozy Apartment Near Times Square,4385138,Mike,Manhattan,Hell's Kitchen,40.7567,-73.99277,Entire home/apt,185,2,241,2019-06-24,5.65,1,22,14
38604,30351642,Very bright and cosy bedroom.,44074020,Juliette,Manhattan,Harlem,40.81443,-73.95688,Private room,70,6,1,2018-12-29,0.16,1,13,191
21471,17154204,Tranquil space,16995590,Steph,Queens,Rosedale,40.65439,-73.73185,Entire home/apt,100,2,45,2019-06-09,1.7,1,360,29
3651,2194382,"Spacious 2BR/2BA Classic UWS Apt, Great for Family",11192207,Ish & Asa,Manhattan,Upper West Side,40.78731,-73.97805,Entire home/apt,300,2,2,2017-01-05,0.06,1,0,914
40443,31351908,The Industrial LOFT #1 NoHo. - Great Location!,108029974,Agustina,Manhattan,NoHo,40.72833,-73.99331,Entire home/apt,495,6,1,2019-04-08,0.33,4,52,91
474,167013,Spacious modern studio apartment in Manhattan,306605,Daniel,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,2018-05-13,0.04,2,76,421
25569,20469195,"Secluded Room in EV, Private Patio, Open Kitchen!",34706197,Imri,Manhattan,East Village,40.72564,-73.98682,Private room,144,4,20,2019-01-01,1.08,2,94,188
10802,8319488,Spacious park slope 2 bedroom,43126563,Andrew,Brooklyn,Park Slope,40.67173,-73.98303,Entire home/apt,300,3,70,2019-06-30,1.51,1,338,8
48409,36241283,Enjoy your friendly stay at my place,267943725,Lana,Brooklyn,Midwood,40.62555,-73.95724,Private room,50,1,1,2019-07-02,1.0,1,86,6
3918,2431607,"Bright, Airy Room Share for 2",4973668,Gloria,Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,25,5,76,2019-06-06,1.22,3,258,32
2748,1484310,1 bed aprt best location in NewYork,7727015,Lucie,Manhattan,Lower East Side,40.7204,-73.99042,Entire home/apt,120,5,9,2016-09-28,0.16,1,0,1013
18386,14446960,"Cozy 3 Bedroom, 20 Minutes to Times Square!",88960729,Chin,Queens,Woodside,40.74321,-73.89988,Entire home/apt,199,3,169,2019-06-24,4.8,1,302,14
24798,19907609,"Upper West side, 2 bed 2 Bath",131647128,Emily,Manhattan,Upper West Side,40.77476,-73.98947,Entire home/apt,320,30,8,2019-06-28,0.38,25,261,10
9375,7192809,Luxury 2200sf Two Bedroom Loft w/ Private Elevator,37668524,Brian,Manhattan,Chelsea,40.73888,-73.99897,Entire home/apt,500,3,11,2016-11-26,0.23,1,2,954
32510,25484515,Your Home away from Home,192335868,Johnnet,Bronx,Edenwald,40.8901,-73.84031,Private room,125,1,11,2018-08-04,0.88,1,189,338
41961,32612731,"Clean, Sunny & Modern NYC Apartment !",61524764,Erica,Manhattan,Upper East Side,40.76746,-73.95861,Entire home/apt,199,1,20,2019-07-05,5.17,1,49,3
20483,16320520,Penthouse,102913031,David,Manhattan,East Harlem,40.79142,-73.9398,Entire home/apt,350,4,33,2019-06-26,1.2,1,346,12
9341,7141549,"Sunny, beautiful and spacious room in Midtown",16396714,Andrea,Manhattan,Kips Bay,40.74281,-73.97981,Private room,120,7,11,2019-04-27,0.32,3,2,72
10899,8407963,Gilded Age Bohemia,1938669,Amanda,Manhattan,Midtown,40.74268,-73.98401,Entire home/apt,185,4,15,2019-05-19,0.33,1,7,50
34420,27293665,Bright essential cozy private room,99137905,Valentina,Bronx,Wakefield,40.88878,-73.86349,Private room,60,1,1,2019-01-13,0.17,1,269,176
12463,9594892,Beautiful Luxury Soho 2 bedroom,10651357,Jeanne,Manhattan,SoHo,40.72468,-74.00746,Entire home/apt,450,3,2,2016-01-05,0.05,1,0,1280
9670,7433796,Room Epic View Near Freedom Tower,2134232,Crystal,Manhattan,Tribeca,40.71928,-74.01125,Private room,100,1,15,2017-06-08,0.34,2,0,760
24404,19650166,Kingsize Prvt Room in Crown Heights,15049077,Karanja,Brooklyn,Crown Heights,40.66562,-73.93201,Private room,55,30,15,2019-05-19,0.67,2,163,50
41391,32228971,big Room 25 min to time square,1495355,John,Queens,Forest Hills,40.72345,-73.84365,Private room,40,2,4,2019-06-08,1.88,2,188,30
829,294242,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7389,-73.95395,Entire home/apt,199,3,75,2019-06-05,0.93,28,84,33
46206,35154533,"Outstanding & Luxury 2BR in Manhattan, next to TS",258742885,Catarina,Manhattan,Hell's Kitchen,40.7622,-73.99625,Entire home/apt,425,3,5,2019-07-05,5.0,1,0,3
37477,29738207,Charming Room 1 with 2 Beds Close to Metro,72957132,Niko,Brooklyn,Bedford-Stuyvesant,40.6847,-73.95532,Private room,70,2,23,2019-06-23,2.95,3,293,15
25428,20331717,Huge place in a center of the dream City!,106445337,Ben,Manhattan,Kips Bay,40.73891,-73.98295,Private room,139,2,1,2017-08-18,0.04,1,0,689
1050,436916,Room for the Summer,2169825,Serge,Manhattan,Harlem,40.82669,-73.94281,Private room,55,2,7,2016-10-11,0.08,1,0,1000
30063,23149641,Prime location 2 BR APT/ Midtown West/ Manhattan,171939378,Jose,Manhattan,Hell's Kitchen,40.75546,-73.99582,Entire home/apt,180,3,31,2019-04-28,1.98,2,4,71
28398,22054258,Chambre pour couple où personne seule,161081229,Ibrahim Maiga,Bronx,Morrisania,40.82496,-73.91389,Private room,45,2,54,2019-06-23,2.94,2,313,15
27082,21427176,STUNNING NYC VIEWS! New Jersey 15 min Times Square,154949847,Emily,Manhattan,Hell's Kitchen,40.76893,-73.99654,Entire home/apt,288,3,66,2019-06-11,3.42,2,300,27
29299,22478609,Manhattan -Top Location - Full Apartment,164806814,Nl,Manhattan,Midtown,40.75993,-73.96342,Entire home/apt,140,4,52,2019-06-17,3.03,1,242,21
43428,33652038,"Brooklyn room close to the train, L,C,A,Zand J",230037325,Jay,Brooklyn,Cypress Hills,40.67916,-73.90628,Private room,57,1,9,2019-06-23,3.18,6,170,15
3889,2392296,"A Simple, Calm Space",10510181,Août,Bronx,Kingsbridge,40.88437,-73.89746,Shared room,32,2,6,2016-09-22,0.16,1,83,1019
31793,24801968,Sunny place,39774366,Maksim,Manhattan,Upper East Side,40.77882,-73.95054,Entire home/apt,86,27,2,2018-12-23,0.19,1,154,197
3138,1866051,1 BR in Luxury Chelsea Doorman Bldg,9729421,Brian,Manhattan,Chelsea,40.74386,-74.00106,Entire home/apt,200,2,2,2016-03-13,0.05,1,0,1212
22832,18488833,Sunny Parlor Apt in Flatbush Townhouse (furnished),10285950,Christina,Brooklyn,Flatbush,40.64493,-73.95488,Entire home/apt,85,6,14,2019-03-24,0.53,3,339,106
3172,1891118,Large Studio apartment,9831559,Cassi,Brooklyn,Bedford-Stuyvesant,40.68285,-73.95112,Entire home/apt,100,4,10,2017-06-06,0.24,1,0,762
37409,29685583,"SPACIOUS MANHATTAN ROOM 
NO EXTRA FEE",77304447,Genesis,Manhattan,Harlem,40.81834,-73.95583,Private room,42,5,34,2019-07-04,4.23,3,40,4
