iter	RMSE
442	0.8348654094
443	0.8347418989
444	0.8347069205
445	0.8345748758
446	0.8342255515
447	0.8338244927
448	0.8337878207
449	0.8335726975
450	0.8330061659
451	0.8326285288
452	0.832512797
453	0.8323912975
454	0.8322785503
455	0.8322293908
456	0.8320225331
457	0.8318764818
458	0.8316269962
459	0.8312915282
460	0.8309589131
461	0.8305773862
462	0.8300840017
463	0.8300485589
464	0.8300136451
465	0.82980585
466	0.8297751803
467	0.8295651394
468	0.8291695542
469	0.828936294
470	0.8286615653
471	0.8281099419
472	0.8279041871
473	0.8277106767
474	0.8276634496
475	0.8276295679
476	0.827085747
477	0.8268299457
478	0.8264000967
479	0.8263537828
480	0.8262005499
481	0.8257585254
482	0.8255352756
483	0.824930363
484	0.8247989546
485	0.8244603784
486	0.8244273917
487	0.8241502658
488	0.8235956786
489	0.8233443927
490	0.8229768871
491	0.8226973748
492	0.8222657693
493	0.8220117432
494	0.8216719055
495	0.8211714799
496	0.8209121338
497	0.8208846981
498	0.8206190177
499	0.8202776189
500	0.8201030424
501	0.820062624
502	0.8197773336
503	0.8197413358
504	0.8194626627
505	0.8192145223
506	0.8190806942
507	0.8189067436
508	0.8185028293
509	0.8182598242
510	0.8181246208
511	0.8180963786
512	0.8177718461
513	0.8175444268
514	0.817473695
515	0.8172359811
516	0.8168614558
517	0.816749904
518	0.8163942972
519	0.8163666152
520	0.8159113133
521	0.8158762664
522	0.8155947895
523	0.8150881391
524	0.8147550169
525	0.8144140907
526	0.8139628492
527	0.8139312629
528	0.813702383
529	0.8133063877
530	0.8132793902
531	0.8128955436
532	0.8127526092
533	0.8126265818
534	0.8126011971
535	0.8124383185
536	0.8122258848
537	0.8119504445
538	0.811629772
539	0.8111954544
540	0.8108471155
541	0.8106931677
542	0.8103584064
543	0.8099970439
544	0.8098770175
545	0.809447683
546	0.8093299237
547	0.8089593247
548	0.8087715009
549	0.8085073031
550	0.8082812673
551	0.8079223285
552	0.8077326508
553	0.8077099772
554	0.8073263415
555	0.8069708893
556	0.806860227
557	0.8067945128
558	0.8064418423
559	0.8063241989
560	0.8060160924
561	0.8058645225
562	0.805753456
563	0.8053244467
564	0.8052958189
565	0.805027255
566	0.8046042195
567	0.8041451122
568	0.8038027654
569	0.8037830774
570	0.8035964627
571	0.8035303142
572	0.8034208177
573	0.803214501
574	0.8027076938
575	0.802388937
576	0.8023415953
577	0.8023157338
578	0.8020325327
579	0.8018354669
580	0.8018094905
581	0.8016659284
582	0.8015678512
583	0.8011826153
584	0.8010594726
585	0.8008266191
586	0.8007211669
587	0.8004461823
588	0.8000727351
589	0.7999166491
590	0.7997367621
591	0.7995992025
592	0.7994971118
593	0.7989959411
594	0.7988866786
595	0.7985623225
596	0.7985368917
597	0.7985115722
598	0.7981675375
599	0.7980686008
600	0.7980507524
601	0.797968802
602	0.7976339463
603	0.7973061258
604	0.7970943206
605	0.7967773848
606	0.7966739589
607	0.7965657016
608	0.7963279758
609	0.796268807
610	0.7962389803
611	0.7959666764
612	0.7957459164
613	0.7955633976
614	0.7952262202
615	0.7948149253
616	0.7944183341
617	0.7938869433
618	0.7937755653
619	0.7934017837
620	0.7929734039
621	0.7929560095
622	0.7925515765
623	0.7924466344
624	0.7919302563
625	0.7916714068
626	0.7916495429
627	0.7913489642
628	0.7910913919
629	0.7906678638
630	0.7905762809
631	0.7904683443
632	0.7900073127
633	0.7897025966
634	0.7896804473
635	0.78945662
636	0.7893509983
637	0.7892476255
638	0.788925049
639	0.7888503926
640	0.7887850143
641	0.7884313416
642	0.7884125907
643	0.7883915942
644	0.7881746123
645	0.7878296183
646	0.7877377498
647	0.7874659292
648	0.7873883062
649	0.7870566819
650	0.7870374028
651	0.7867903258
652	0.7863326864
653	0.7860055822
654	0.7857969848
655	0.7855531747
656	0.7850683604
657	0.7848082117
658	0.7846006943
659	0.7845714036
660	0.784269378
661	0.7840725943
662	0.7837817646
663	0.7836258097
664	0.7835289908
665	0.7835077733
666	0.7834073099
667	0.7832462715
668	0.782855595
669	0.7824770288
670	0.782213624
671	0.7818474971
672	0.7816618663
673	0.7816458824
674	0.781414434
675	0.781396736
676	0.7809822355
677	0.7806372353
678	0.780565899
679	0.7804865354
680	0.7803914356
681	0.7803126289
682	0.7799389851
683	0.7796432102
684	0.7795446758
685	0.77909186
686	0.7790743467
687	0.7786409241
688	0.7785363297
689	0.7784196552
690	0.7782836728
691	0.7781950926
692	0.7779266453
693	0.7778710392
694	0.7777771964
695	0.7777093976
696	0.7774510452
697	0.7769591458
698	0.7769007566
699	0.7768100417
700	0.7767920722
701	0.7767737994
702	0.7767048253
703	0.7762838266
704	0.7760943225
705	0.7760742006
706	0.7758778552
707	0.7757878771
708	0.7756125628
709	0.7752599836
710	0.7749571644
711	0.7747306552
712	0.7744913433
713	0.7741872349
714	0.7738435629
715	0.7734158294
716	0.7730247649
717	0.7727490682
718	0.7725485358
719	0.7722661996
720	0.7717733049
721	0.7717173264
722	0.7714005667
723	0.7713289396
724	0.7710626445
725	0.7710221631
726	0.7708512932
727	0.7707857498
728	0.7707281284
729	0.7702022298
730	0.7700037662
731	0.7699168934
732	0.7698360238
733	0.7696936016
734	0.7696752342
735	0.7695906614
736	0.7695720486
737	0.769334237
738	0.7691058912
739	0.7689639456
740	0.7689039123
741	0.7686102651
742	0.7685571339
743	0.768489028
744	0.7683780098
745	0.7680166917
746	0.7679914566
747	0.7677915039
748	0.7677741593
749	0.7673781189
750	0.7673611341
751	0.7669620371
752	0.7668789839
753	0.7666424811
754	0.7665621355
755	0.766332007
756	0.7660229923
757	0.7656961048
758	0.7656535761
759	0.7654008688
760	0.7652727757
761	0.7651043338
762	0.7650345702
763	0.7648395634
764	0.7647822178
765	0.7645754945
766	0.7644312405
767	0.764356437
768	0.7642936326
769	0.7641191348
770	0.7639477741
771	0.7637196645
772	0.7634969297
773	0.7631555995
774	0.7631395537
775	0.7628478949
776	0.7625921263
777	0.762515175
778	0.7622266803
779	0.7621216667
780	0.7618493824
781	0.7615226558
782	0.7613586657
783	0.7611867017
784	0.7609027511
785	0.7607802701
786	0.7607599137
787	0.7604853934
788	0.7601435562
789	0.7599525645
790	0.7598945288
791	0.7598495083
792	0.759691419
793	0.7592445216
794	0.7592278412
795	0.7591687147
796	0.7588916238
797	0.7588381746
798	0.7585630767
799	0.7582458281
800	0.758170178
801	0.7581130282
802	0.7580388609
803	0.7579089674
804	0.7577036529
805	0.7572748813
806	0.7571942427
807	0.7570688977
808	0.7568793912
809	0.756814673
810	0.7567517423
811	0.7565841765
812	0.75655692
813	0.7562863509
814	0.7560089216
815	0.7557457042
816	0.755427591
817	0.7553283731
818	0.7552736585
819	0.7552584462
820	0.7549977723
821	0.7549802269
822	0.7548205444
823	0.7546221094
824	0.754190963
825	0.75414652
826	0.7541040179
827	0.7539044468
828	0.7538425465
829	0.753615261
830	0.7535980496
831	0.7534243587
832	0.7531318895
833	0.7529411451
834	0.752921639
835	0.752763278
836	0.7525901484
837	0.7524967237
838	0.752328769
839	0.7521267042
840	0.7520852909
841	0.7518820424
842	0.7514724616
843	0.751400196
844	0.7513842868
845	0.7513374152
846	0.7510936411
847	0.751070913
848	0.7510523435
849	0.7509863659
850	0.7508258823
851	0.7505486693
852	0.7505334929
853	0.7502225574
854	0.7498278377
855	0.7495685228
856	0.7494941766
857	0.7492822717
858	0.7490405678
859	0.7490210405
860	0.7487006358
861	0.7486547139
862	0.7483846664
863	0.7481863154
864	0.7480223543
865	0.7479777012
866	0.7478174404
867	0.7475753952
868	0.7474032462
869	0.7470081748
870	0.7468076438
871	0.7464742428
872	0.7463200105
873	0.7463041784
874	0.7461807233
875	0.745956761
876	0.7459201406
877	0.7459056257
878	0.7458664617
879	0.7454892744
880	0.7454625748
881	0.7453678265
882	0.7452762392
883	0.745205559
884	0.7451676524
885	0.7449949176
886	0.7445544639
887	0.7445367257
888	0.7441186149
889	0.7440114235
890	0.7436175148
891	0.7434793639
892	0.7433425004
893	0.7430569397
894	0.7427063801
895	0.7426477687
896	0.7423483702
897	0.742299684
898	0.7422384379
899	0.7419957827
900	0.7418405085
901	0.7418251395
902	0.7414971552
903	0.7412557182
904	0.7412381318
905	0.7408625772
906	0.7407447258
907	0.7405948897
908	0.7405800235
909	0.7404526326
910	0.7400692764
911	0.7398105276
912	0.7397958819
913	0.7396779928
914	0.7394824524
915	0.7393078075
916	0.7389318826
917	0.738572951
918	0.7383435028
919	0.7381849947
920	0.7378670851
921	0.7375275763
922	0.7371422458
923	0.7368762968
924	0.7368197532
925	0.7366271897
926	0.7365907249
927	0.7363505054
928	0.7363067328
929	0.7362957643
930	0.7359644962
931	0.7359214701
932	0.7358502054
933	0.7357071172
934	0.7356648585
935	0.7355108292
936	0.7354511785
937	0.7354258873
938	0.7352808168
939	0.7351276465
940	0.7350583704
941	0.7348342674
942	0.7346672981
943	0.734653399
944	0.7344584612
945	0.734308808
946	0.7339417804
947	0.7339302808
948	0.7338681563
949	0.7336705724
950	0.7334265464
951	0.7334128121
952	0.7330648864
953	0.7329174421
954	0.7327619549
955	0.7325375356
956	0.7323004444
957	0.7322868722
958	0.732110948
959	0.731759284
960	0.7317163281
961	0.731531093
962	0.7315171508
963	0.7314829189
964	0.7314437874
965	0.7313061817
966	0.731197406
967	0.7311576101
968	0.731059303
969	0.7307499258
970	0.7305841868
971	0.7304454179
972	0.7303812107
973	0.7301796331
974	0.7299406229
975	0.729828034
976	0.7295190067
977	0.7293738772
978	0.7293256739
979	0.7292376537
980	0.7291786797
981	0.7291215971
982	0.7290732958
983	0.729012494
984	0.7287004192
985	0.7286265007
986	0.7285001802
987	0.7282412124
988	0.7281925553
989	0.7280293123
990	0.7279786077
991	0.727867474
992	0.7276796669
993	0.7274481872
994	0.7272825577
995	0.7271509751
996	0.726848001
997	0.7267370195
998	0.7266157958
999	0.7264489318
